destination,rating,text,month,translation_status,failure_reason
Berjaya Tioman Resort - Malaysia,1.0,"Purposely located so that you need to pay extra to the hotel for transport to anywhere else beyond the resort. Facilities and rooms were mediocre for the price. Staff were absurdly rude, reception rolled their eyes and gave us an annoyed look when we asked to use the luggage room for 30 minutes. The staff at breakfast just told me 'No' without looking at me and ignored my follow up questions when I asked is this where I order roti canai.. at the roti canai station. Turns out the station would just keep cooking roti canai for anyone to take, but a short explanation/response would have been appreciated. What kind of service is this?

*Note that the diving prices are superbly inflated, with the cost of a refresher dive being more than 2x that of a normal dive. Straight up fleecing people who haven't dived in awhile because they need to take the refresher before going on any dives.

Absolutely would not recommend.",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"Overall good place , Ayura spa , trip C around the island",2026-06,not_applicable,
Pulau Payar Marine Park,1.0,"Tried to contact them, but both the phone number and the website are not for the park itself, but some shady tour operator. They refused to give me contact information to the park itself. I think they created a false listing and are just farming the reviews to get customers. Shady.",2023-10,not_applicable,
Pulau Payar Marine Park,5.0,"Ferry started from Langkawi and almost for 1 hour we travelled via sea, the first sight of the greenish water made my day and from then it was visual treat.
This was my first Snorkeling, and I was able to experience the beauty of green sea, coral, starfish, small whales & colorful fishes that came around us.

Worth to visit.
Thanks to my trip coordinator who asked me to skip island Hopping for this.",2023-08,not_applicable,
Pulau Payar Marine Park,5.0,"2012
People are relatively small and have a sense of hole.
Sorry, this entry is only available in Japanese.",2023-08,translated_argos,
Pulau Payar Marine Park,5.0,Great to have Ninety Nine Divers to organize your trip there.,2023-06,not_applicable,
Pulau Payar Marine Park,4.0,There's a lot of fast food and drinks.,2023-05,translated_argos,
Pulau Payar Marine Park,1.0,Wrong point location,2023-04,not_applicable,
Pulau Payar Marine Park,5.0,Malaysia Always be me and husband Favourite holiday destination. Malaysia is truly Asian. Pulau Payar Marrine Park is one of the most beautiful beach to visit⛱️  I am 100001 highly recommended you all please please go there. When there for our honey. The best place to be. I enjoy my scuba diving experience there. Very romantic island to be.,2023-03,not_applicable,
The Taaras Beach & Spa Resort,5.0,"A paradise hotel, a spectacular room, the staff welcome a big thank you to the captain and his acolyte, without which this adventure would not have taken place, thanks to Riri, Eddy, Flazy and the other staff members as well as to Hamdan always available and attentive. But the must is the beach, white sand a breathtaking ocean.",2026-02,translated_argos,
The Taaras Beach & Spa Resort,4.0,"It is well located, the facilities are relatively old, but the price is more expensive and the value is more general. The beach is good, it's good for surfing, it's very far away, and it's good for little people. It's still a fee for a delivery ship. It feels like this house is about as expensive as it is. If you live in a room by the mountain, pay particular attention to the monkeys.",2026-02,translated_argos,
The Taaras Beach & Spa Resort,5.0,"⭐ *Excellent Stay at The Taaras!*⭐We had a lovely stay at The Taaras. The resort is beautiful, comfortable, and very relaxing.Special thanks to Hasni (Activities Desk), Hamdan Rajab (Guest Experience Executive), for their excellent service and warm hospitality. We would also like to thank Eddy (buggy/van driver) for his kind help in finding my lost spectacles, truly appreciate his support and effort.Overall, a wonderful experience and highly recommended. We would definitely come back again! ⭐⭐⭐⭐⭐",2026-02,not_applicable,
The Taaras Beach & Spa Resort,5.0,Got an upgrade to the cliff premier suite!! Monsoon season but still amazing waters!!! U got to join the yoga sess! Amazing views,2026-02,not_applicable,
The Taaras Beach & Spa Resort,5.0,Hamdan always laughs and asks a lot if problems always solve everything. Very beautiful place.,2026-01,translated_argos,
The Taaras Beach & Spa Resort,5.0,"The restaurant is very good with a delicious selection of food. The staff are very friendly and helpful, making the dining experience more enjoyable. The view is also beautiful and calming. Very suitable for a vacation and relaxation",2026-01,not_applicable,
The Taaras Beach & Spa Resort,5.0,"The best service, very intimate and helpful staff. Snarling activity is best and regular. Thank you especially for Pn Hasni (Activities Desk) and all the staff at Taaras for excellent service. Highly recommended!",2026-01,translated_argos,
The Taaras Beach & Spa Resort,5.0,A very wonderful holiday at The Taaras,2026-01,not_applicable,
Pulau Payar Marine Park,1.0,Nothing here. Irrelevant location,2023-02,not_applicable,
Pulau Payar Marine Park,5.0,Must visit if come down to Langkawi .. famous for scuba and diving,2023-02,not_applicable,
Pulau Payar Marine Park,5.0,Wonderful place to visit in Langkawi. A must visit location.,2023-02,not_applicable,
Pulau Payar Marine Park,5.0,Sanctuary at its finest,2023-02,not_applicable,
